"";"Leptopsylla_taschenbergi";"Apodemus_sylvaticus";"Hystrichopsylla_satunini";"Ctenophthalmus_proximus";"Ctenophthalmus_inornatus";"Megabothris_turbidus";"Ctenophthalmus_shovi";"Amphipsylla_rossica";"Myoxopsylla_jordani";"Nosopsyllus_fasciatus";"Leptopsylla_segnis";"Hystrichopsylla_talpae";"Amphipsylla_georgica";"Rhadinopsylla_integella";"Pulex_sciurorum";"Palaeopsylla_caucasica";"Apodemus_mystacinus";"Ctenophthalmus_euxinicus";"Microtus_arvalis";"Amalaraeus_penicilliger";"Microtus_majori";"Sorex_araneus";"Prometheomys_schaposchnikowi";"Cricetulus_migratorius";"Chionomys_nivalis";"Dryomys_nitedula";"Glis_glis";"Xenopsylla_conformis";"Meriones_tamariscinus";"Nosopsyllus_laeviceps";"Mesopsylla_lenis";"Echidnophaga_oschanini";"Ctenophthalmus_arvalis";"Nosopsyllus_fidus";"Citellophilus_ullus";"Rhombomys_opimus";"Xenopsylla_skrjabini";"Xenopsylla_hirtipes";"Xenopsylla_gerbilli";"Coptopsylla_lamellifer";"Mesopsylla_eucta";"Ctenophthalmus_dolichus";"Nosopsyllus_tersus";"Rhadinopsylla_socia";"Rhadinopsylla_cedestis";"Rhadinopsylla_bivirgis";"Paradoxopsyllus_repandus";"Stylodipus_telum";"Mesopsylla_tuschkan";"Ophthalmopsylla_volgensis";"Allactaga_elater";"Mesopsylla_hebes";"Nosopsyllus_consimilis";"Meriones_meridianus";"Dipus_sagitta";"Amphipsylla_schelkovnikovi";"Neopsylla_teratura";"Apodemus_uralensis";"Pectinoctenus_nemorosa";"Spermophilus_pygmaeus";"Allactaga_sibirica";"Pygeretmus_shitkovi";"Pygeretmus_pumilio";"Allactaga_severtzovi";"Xenopsylla_magdalinae";"Ellobius_talpinus";"Ctenophthalmus_dux";"Amphipsylla_dumalis";"Allactaga_major";"Microtus_gregalis";"Microtus_socialis";"Ctenophthalmus_breviatus";"Amphipsylla_primaris";"Lasiopodomys_brandtii";"Neopsylla_mana";"Citellophilus_tesquorum";"Oropsylla_silantiewi";"Frontopsylla_hetera";"Rhadinopsylla_dahurica";"Neopsylla_pleskei";"Rhadinopsylla_li";"Rhadinopsylla_rothschildi";"Pectinoctenus_pavlovskii";"Urocitellus_undulatus";"Frontopsylla_elatoides";"Paradoxopsyllus_scorodumovi";"Paramonopsyllus_scalonae";"Frontopsylla_elata";"Ellobius_tancrei";"Alticola_argentatus";"Marmota_sibirica";"Phodopus_sungorus";"Ophthalmopsylla_praefecta";"Peromyscopsylla_silvatica";"Myodes_rutilus";"Megabothris_rectangulatus";"Neopsylla_acanthina";"Peromyscopsylla_ostsibirica";"Corrodopsylla_birulai";"Megabothris_calcarifer";"Catallagia_dacenkoi";"Catallagia_ioffi";"Myodes_rufocanus";"Amphipsylla_sibirica";"Microtus_agrestis";"Microtus_oeconomus";"Apodemus_peninsulae";"Sicista_betulina";"Palaeopsylla_soricis";"Sorex_caecutiens";"Myodes_glareolus";"Megabothris_walkeri";"Sorex_tundrensis";"Micromys_minutus";"Neomys_fodiens";"Amphipsylla_kuznetzovi";"Sorex_minutus";"Apodemus_agrarius";"Oropsylla_ilovaiskii";"Spermophilus_major";"Lagurus_lagurus";"Amphipsylla_prima";"Marmota_bobak";"Arvicola_amphibius";"Allocricetulus_eversmanni";"Frontopsylla_semura";"Amphipsylla_kalabukhovi";"Cricetus_cricetus";"Spermophilus_fulvus";"Amphipsylla_vinogradovi";"Neopsylla_abagaitui";"Neopsylla_bidentatiformis";"Amphalius_runatus";"Paradoxopsyllus_dashidorzhii";"Neopsylla_galea";"Alticola_semicanus";"Amphipsylla_longispina";"Callopsylla_caspia";"Wagnerina_longicauda";"Rhadinopsylla_pseudodahurica";"Allocricetulus_curtatus";"Eolagurus_przewalskii";"Ophthalmopsylla_kiritschenkovi";"Paradoxopsyllus_integer";"Frontopsylla_wagneri";"Cricetulus_barabensis";"Paradoxopsyllus_kalabukhovi";"Meriones_unguiculatus";"Rhadinopsylla_altaica";"Ctenophthalmus_agyrtes";"Doratopsylla_dasycnema";"Ctenophthalmus_bisoctodentatus";"Talpa_europaea";"Sorex_minutissimus";"Crocidura_suaveolens";"Apodemus_flavicollis";"Ctenophthalmus_wladimiri";"Ctenophthalmus_bogatschevi";"Stenoponia_ivanovi";"Tamias_sibiricus";"Thomasomys_macrotis";"Megabothris_beljaevi";"Lemmus_sibiricus";"Sorex_daphaenodon";"Sorex_roboratus";"Sorex_arcticus";"Sorex_cinereus";"Microtus_maximowiczii";"Ctenophthalmus_solutus";"Hystrichopsylla_orientalis";"Rhadinopsylla_pentacantha";"Atyphloceras_nuperus";"Rhadinopsylla_isacantha";"Palaeopsylla_kohauti";"Microtus_subterraneus";"Amalaraeus_arvicolae";"Crocidura_leucodon";"Ctenophthalmus_obtusus";"Sorex_alpinus";"Neomys_anomalus";"Muscardinus_avellanarius";"Meriones_persicus";"Nosopsyllus_iranus";"Stenoponia_tripectinata";"Rhadinopsylla_ucrainica";"Ctenophthalmus_secundus";"Meriones_libycus";"Meriones_tristrami";"Mesopsylla_apscheronica";"Apodemus_witherbyi";"Nosopsyllus_mokrzeckyi";"Stenoponia_conspecta";"Stenoponia_vlasovi";"Paradoxopsyllus_teretifrons";"Pectinoctenus_lauta";"Microtus_middendorffi";"Ctenophthalmus_dilatatus";"Myospalax_myospalax";"Neopsylla_democratica";"Rhadinopsylla_ioffi";"Spermophilus_erythrogenys";"Sicista_subtilis";"Marmota_baibacina";"Amphipsylla_anceps";"Leptopsylla_nana";"Leptopsylla_sicistae";"Frontopsylla_ornata";"Paraneopsylla_ioffi";"Alticola_strelzowi";"Sicista_tianshanica";"Myodes_centralis";"Stenoponia_suknevi";"Rhadinopsylla_angusta";"Sorex_asper";"Ctenophthalmus_congeneroides";"Pectinoctenus_pectiniceps";"Ceratophyllus_anisus";"Hystrichopsylla_microti";"Microtus_fortis";"Stenoponia_sidimi";"Catallagia_fetisovi";"Ctenophyllus_subarmatus";"Sciurus_vulgaris";"Myopus_schisticolor";"Talpa_altaica";"Stenoponia_montana";"Ctenophthalmus_orientalis";"Rostropsylla_daca";"Synosternus_longispinus";"Frontopsylla_macrophthalma";"Desertopsylla_rothschildi";"Spermophilopsis_leptodactylus";"Diplomesodon_pulchellum";"Eremodipus_lichtensteini";"Apodemus_speciosus";"Sorex_isodon";"Catallagia_striata";"Megabothris_bispinosa";"Amalaraeus_dissimilis";"Megabothris_asio";"Microtus_evoronensis";"Spermophilus_xanthoprymnus";"Ctenophthalmus_teres";"Citellophilus_transcaucasicus";"Ctenophthalmus_acuminatus";"Xenopsylla_cheopis";"Wagnerina_schelkovnikovi";"Mesocricetus_brandti";"Meriones_vinogradovi";"Callopsylla_saxatilis";"Ctenophthalmus_golovi";"Paradoxopsyllus_hesperius";"Sciurus_anomalus";"Marmota_caudata";"Frontopsylla_protera";"Blanfordimys_juldaschi";"Neopsylla_meridiana";"Amphipsylla_montana";"Pectinoctenus_pamirensis";"Paradoxopsyllus_naryni";"Ceratophyllus_sinicus";"Frontopsylla_ambigua";"Callopsylla_lagomys";"Rhadinopsylla_altifrons";"Nosopsyllus_simla";"Rattus_pyctoris";"Wagnerina_tuvensis";"Alticola_barakshin";"Cricetulus_longicaudatus";"Ophthalmopsylla_kukuschkini";"Xenopsylla_nubica";"Xenopsylla_nuttalli";"Xenopsylla_persica";"Spermophilus_suslicus";"Peromyscopsylla_tikhomirovae";"Amphipsylla_asiatica";"Microtus_ilaeus";"Phodopus_campbelli";"Myospalax_aspalax";"Paraneopsylla_tiflovi";"Spermophilus_relictus";"Ctenophthalmus_congener";"Peromyscopsylla_fallax";"Microtus_tatricus";"Rhadinopsylla_insolita";"Amphipsylla_parthiana";"Ophthalmopsylla_karakum";"Blanfordimys_afghanus";"Nesokia_indica";"Calomyscus_mystax";"Paradoxopsyllus_microphthalmus";"Amphipsylla_argoi";"Phaenopsylla_tiflovi";"Phaenopsylla_kopetdag";"Microtus_transcaspicus";"Chionomys_gud";"Ctenophthalmus_chionomydis";"Mesocricetus_raddei"
"1";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"4";0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"5";0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"8";0;0;0;0;0;1;0;1;0;1;1;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"9";1;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
